,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
9687,1384,7,2.9935,1.2153,4.2088,0.3427,627219708.0,0.4872,5.2951,35.7115,0.12,7
9688,1385,1,0.9871,1.1509,2.138,-0.0068,416904000.0,0.2109,3.3716,22.5896,0.08,7
9689,1385,2,0.9873,0.6302,1.6175,-0.1342,416904000.0,-0.4358,2.8565,-15.6452,0.08,8
9690,1385,3,0.9945,0.7235,1.718,0.0729,416904000.0,0.1894,2.9686,11.2314,0.08,9
9691,1385,4,0.9866,0.8534,1.84,-0.1826,416904000.0,0.222,3.1051,-0.28800000000000003,0.08,10
9692,1385,5,0.9866,0.8775,1.8641,0.0048,416904000.0,0.1151,3.1467,10.7054,0.08,11
9693,1385,6,0.9894,0.9249,1.9143,-0.29100000000000004,416904000.0,0.1449,3.2224,15.1255,0.08,12
9694,1385,7,0.9941,1.1359,2.13,-0.2275,416904000.0,0.3137,3.452,57.6083,0.08,13
9695,1386,1,,,0.0,,,,,,0.0,-5
9696,1386,2,,,0.0,,,,,,0.0,-4
9697,1386,3,,,0.0,,,,,,0.0,-3
9698,1386,4,,,0.0,,60000000.0,,3.78,,0.0,-2
9699,1386,5,,,0.0,,60000000.0,,,3.508,0.0,-1
9700,1386,6,,,0.0,,60000000.0,,5.207999999999999,-0.2693,0.0,0
9701,1386,7,4.447,3.5477,7.9947,0.2609,80000000.0,1.0559,9.4302,9.222000000000001,0.2,1
9702,1387,1,6.6134,1.4786,8.092,5.7876,120000000.0,0.6818,9.3376,40.8874,0.1,1
9703,1387,2,2.8463,1.1073,3.9536,-0.3642,240000000.0,0.4643,5.1227,27.3331,0.1,2
9704,1387,3,3.0027,1.5328,4.5355,-0.155,243555200.0,0.6024,5.7713,37.1096,0.6000000000000001,3
9705,1387,4,1.0392,1.0594,2.0986,-0.2525,487110400.0,0.3854,3.2372,27.182,1.1,4
9706,1387,5,0.1478,0.6763,0.8241,0.0608,1001628242.0,0.2256,1.8878,21.1145,0.5850000000000001,5
9707,1387,6,0.2893,0.8247,1.1139999999999999,0.1397,1031082642.0,0.2311,2.2074,11.0501,0.05,6
9708,1387,7,0.2544,1.0836,1.3379999999999999,1.0197,1031082642.0,0.3167,2.6695,16.4066,0.034,7
9709,1388,1,1.111,1.4803,2.5913,0.4791,60000000.0,1.212,3.7911,34.25,0.0,0
9710,1388,2,5.6259,1.6893,7.3152,4.2642,80000000.0,0.86,8.5525,-7.9544,0.09,1
9711,1388,3,5.6259,1.9113,7.5371999999999995,-0.4043,80000000.0,0.4467,8.8278,-44.9176,0.155,2
9712,1388,4,-2.3031,10.6674,8.3643,0.2331,301875421.0,2.5969,12.574000000000002,210.7906,0.445,3
9713,1388,5,3.3539,2.9631,6.317,4.1317,484695189.0,0.6693,7.5036,27.7698,1.03,4
9714,1388,6,1.015,1.6189,2.6338999999999997,-1.7426,969390378.0,0.4383,3.6777,27.9559,0.65,5
9715,1388,7,1.0568,1.8947,2.9515000000000002,-0.1685,973690378.0,0.5816,3.9609,52.6043,0.0,6
9716,1389,1,,,0.0,,,,,,0.0,-5
9717,1389,2,,,0.0,,,,,,0.0,-4
9718,1389,3,,,0.0,,95000000.0,,,,0.0,-3
9719,1389,4,,,0.0,,95000000.0,,,1.3073,0.0,-2
9720,1389,5,,,0.0,,95000000.0,,,-0.1937,0.0,-1
9721,1389,6,0.2671,3.0316,3.2987,0.2284,95000000.0,1.3478,4.8315,43.6814,0.1,0
9722,1389,7,2.6208,4.5786,7.1994,0.5032,128550000.0,3.1472,8.357000000000001,97.6746,0.6,1
9723,1390,1,,,0.0,,,,,,0.0,-4
9724,1390,2,,,0.0,,,,,,0.0,-3
9725,1390,3,,,0.0,,60000000.0,,1.75,,0.0,-2
9726,1390,4,,,0.0,,60000000.0,,,26.0283,0.0,-1
9727,1390,5,,,0.0,,60000000.0,,,52.9665,0.0,0
9728,1390,6,3.7194,2.6792,6.3986,4.6067,80000000.0,0.8976,7.4761,23.01,0.8770645,1
9729,1390,7,1.2781,1.3232,2.6013,0.0067,202584346.0,0.4226,3.327,51.8563,0.9070645,2
9730,1391,1,,,0.0,,,,,,0.0,-3
9731,1391,2,,,0.0,,70526316.0,,4.82,,0.0,-2
9732,1391,3,,,0.0,,70526316.0,,,32.8289,0.0,-1
9733,1391,4,,,0.0,,70526316.0,,,32.422,0.0,0
9734,1391,5,4.6615,3.8917,8.5532,0.5728,94126316.0,0.9749,9.8168,19.885,1.1,1
9735,1391,6,4.0581,1.4099,5.468,2.2178,321963377.0,0.3616,6.5761,32.9137,1.5375,2
9736,1391,7,1.7665,1.1079,2.8744,-0.6781,579534079.0,0.3782,3.9464,99.5118,0.4755,3
9737,1392,1,0.1686,1.2162,1.3848,0.5424,50000000.0,0.7006,2.767,30.6394,0.0,-2
9738,1392,2,0.1686,1.8516,2.0202,0.0705,50000000.0,0.7942,3.5612,10.0973,0.0,-1
9739,1392,3,0.1686,2.2919,2.4605,-0.2051,50000000.0,0.8548,4.087,8.2156,0.05,0
9740,1392,4,1.8504,2.545,4.3954,0.9115,57150000.0,0.7104,6.0141,-0.3361,0.5875,1
9741,1392,5,6.1838,1.4798,7.6636,-0.0582,148016103.0,0.6625,8.923,122.6227,0.7875,2
9742,1392,6,8.2684,1.2675,9.5359,3.4636,262845768.0,0.4447,10.6922,79.3884,0.8,3
9743,1392,7,3.6352,0.9072,4.542400000000001,-0.9851,525576150.0,0.3285,5.6261,44.5339,0.5800000000000001,4
9744,1393,1,1.0169,1.1263,2.1432,0.0229,4811165857.0,0.41100000000000003,3.4069,6.7207,0.155,10
9745,1393,2,1.0169,1.3395,2.3564,-0.0277,4811165857.0,0.41,3.6618,-12.1635,0.1405,11
9746,1393,3,1.0169,1.6459,2.6628,0.0278,4811165857.0,0.4827,4.0185,11.6078,0.1385,12
9747,1393,4,1.0264,1.9797,3.0061,0.2097,4811165857.0,0.5385,4.417,10.0349,0.1725,13
9748,1393,5,1.0004,2.2834,3.2838,0.0147,4811165857.0,0.5604,4.7602,8.6891,0.1865,14
9749,1393,6,0.9606,2.6904,3.651,0.7328,4811165857.0,0.6421,5.1794,21.3123,0.1875,15
9750,1393,7,1.2554,2.9789999999999996,4.2344,-0.6651,4811165857.0,0.5618,5.8048,-3.9383,0.187,16
9751,1394,1,1.5152,1.1792,2.6944,-0.1194,68000000.0,0.9125,3.8446,23.5997,0.0,0
9752,1394,2,4.4739,1.514,5.987900000000001,2.9484,90670000.0,0.8170000000000001,7.1642,1.4144,0.335,1
9753,1394,3,2.6493,1.5005,4.1498,-0.6614,136005000.0,0.6463,5.3091,18.1292,0.9099999999999999,2
9754,1394,4,0.8246,0.9576,1.7822,-0.439,272010000.0,0.3031,2.8826,4.1356,0.865,3
9755,1394,5,0.2709,0.8002,1.0711,0.1382,412005000.0,0.2335,2.0869999999999997,15.8778,0.31999999999999995,4
9756,1394,6,0.2823,1.0147,1.297,0.1046,412135000.0,0.2908,2.3461,23.4092,0.065,5
9757,1394,7,1.1424,1.1803,2.3227,-0.1379,443082021.0,0.3172,3.4006,38.4458,0.07,6
9758,1395,1,3.3763,1.8755,5.2518,0.7217,2583200175.0,1.1577,6.4131,16.6668,0.3,16
9759,1395,2,3.5732,2.6525,6.2257,0.1948,2583200175.0,1.2015,7.4598,10.6894,0.33499999999999996,17
9760,1395,3,2.1268,3.418,5.5448,0.1507,2583200175.0,1.3348,7.2675,20.4967,0.42,18
9761,1395,4,2.0533,4.5224,6.5757,0.8590000000000001,2583200175.0,1.7249,9.1432,6.0469,0.495,19
9762,1395,5,3.4585,5.9039,9.362400000000001,0.1525,2583200175.0,2.0256,11.8675,42.6196,0.665,20
9763,1395,6,4.0238,5.8132,9.837,3.3134,3152723984.0,1.9271,12.0838,17.8166,0.905,21
9764,1395,7,4.0587,6.7644,10.8231,0.871,3152723984.0,2.0788,13.0946,13.0265,1.025,22
9765,1396,1,1.4528,0.4068,1.8596000000000001,0.2704,1046805170.0,0.3098,2.8946,642.1898,0.0,9
9766,1396,2,2.1317,0.4001,2.5318,0.02,1217647994.0,0.106,3.5682,-7.3705,0.525,10
9767,1396,3,0.8301,0.1083,0.9383999999999999,-0.0932,2435295988.0,0.02,1.9889,26.0736,0.525,11
9768,1396,4,0.873,-0.7313,0.14170000000000005,-0.0283,2884013936.0,-0.7815,1.1845,-44.9613,0.0,12
9769,1396,5,1.7694,-0.5415,1.2279,0.1751,2884013936.0,0.1995,2.2707,-59.4851,0.0,13
9770,1396,6,1.33,-0.2786,1.0514000000000001,0.2068,3908110209.0,0.121,2.0836,-13.7062,0.0,14
9771,1396,7,1.2875,-0.1979,1.0896000000000001,-0.2842,3886261065.0,0.0823,2.1217,41.486999999999995,0.0,15
9772,1397,1,7.2853,1.6921,8.9774,-1.4796,144000000.0,0.3091,10.2558,9.6159,0.5,2
9773,1397,2,5.3859,0.8328,6.2187,-1.2642,187200000.0,-0.2945,7.4574,-5.9682,0.25,3
9774,1397,3,5.4172,0.8494,6.2666,-1.4141,187200000.0,0.0524,7.4844,49.3461,0.0,4
9775,1397,4,5.382000000000001,1.0332,6.4152000000000005,-0.2567,187200000.0,0.214,7.6018,-20.9569,0.0,5
9776,1397,5,6.5415,1.2861,7.8276,-0.0981,197328688.0,0.307,9.0748,54.5436,0.0,6
9777,1397,6,11.6911,1.4306,13.1217,1.399,244382700.0,0.3947,14.3522,54.5808,1.05,7
9778,1397,7,3.2815,0.7246,4.0061,0.4398,742838100.0,0.3257,4.9765,95.4829,1.075,8
9779,1398,1,4.5506,-0.255,4.2956,-1.4343,163217300.0,0.1674,5.2956,46.3759,0.0,16
9780,1398,2,2.3005,-0.0497,2.2508,-0.4527,293791140.0,0.1012,3.2508,304.3258,0.0,17
9781,1398,3,4.1625,0.2018,4.3643,0.4136,453498922.0,0.23399999999999999,5.3643,48.7913,0.0,18
9782,1398,4,1.2677,0.1414,1.4091,0.2304,1497052305.0,0.1003,2.4091,64.3112,0.0,19
9783,1398,5,1.3251,0.2312,1.5563,-0.09699999999999999,1497052305.0,0.0925,2.5675,98.9869,0.01,20
9784,1398,6,1.3271,0.3306,1.6577,0.1246,1497052305.0,0.126,2.6783,90.7839,0.02,21
9785,1398,7,1.3271,0.6956,2.0227,0.025,1497052305.0,0.4077,3.0652,62.608999999999995,0.060000000000000005,22
9786,1399,1,,,0.0,,,,,,0.0,-4
9787,1399,2,,,0.0,,,,,,0.0,-3
9788,1399,3,,,0.0,,183000000.0,,,,0.0,-2
9789,1399,4,,,0.0,,183000000.0,,,36.5372,0.0,-1
9790,1399,5,,,0.0,,300303000.0,,,-6.3616,0.0,0
9791,1399,6,0.9251,0.9502,1.8753000000000002,1.7473,400003000.0,0.2269,3.0516,-12.1667,0.0175,1
9792,1399,7,1.0751,0.9409,2.016,-2.1575,400003000.0,0.1098,3.1996,-27.6184,0.027500000000000004,2
9793,1400,1,,,0.0,,,,,,0.0,-5
9794,1400,2,,,0.0,,,,,,0.0,-4
9795,1400,3,,,0.0,,,,,,0.0,-3
9796,1400,4,,,0.0,,75000000.0,,5.22,,0.0,-2
9797,1400,5,,,0.0,,75000000.0,,,-7.1159,0.0,-1
9798,1400,6,,,0.0,,75000000.0,,6.6396,8.2137,0.0,0
9799,1400,7,5.0861,3.5694,8.6555,0.9951,100000000.0,1.2149,10.1557,40.2346,0.675,1
9800,1401,1,2.7781,1.821,4.5991,-1.0738,400100000.0,0.5741,5.9222,29.1984,0.125,2
9801,1401,2,2.7757,2.1371,4.912800000000001,-0.878,400100000.0,0.5159,6.3104,-7.6417,0.1525,3
9802,1401,3,2.7742,2.458,5.232200000000001,-0.3533,400100000.0,0.5674,6.722,16.1025,0.19,4
9803,1401,4,2.7742,2.7966,5.5708,0.6274,400100000.0,0.6146,7.1384,-5.3020000000000005,0.2,5
9804,1401,5,2.7286,3.0243,5.7529,-0.7723,400100000.0,0.515,7.4085,-22.5996,0.2,6
9805,1401,6,2.7286,3.065,5.7936,1.4487,400100000.0,0.2742,7.5049,-24.555,1.1,7
9806,1401,7,1.5035,0.9609,2.4644,0.2346,987393559.0,0.1455,3.7694,58.4537,1.05,8
9807,1402,1,3.1769,1.3082,4.4851,-0.3072,230250000.0,0.5911,5.6587,43.7219,1.15,3
9808,1402,2,1.1257,0.9776,2.1033,-0.6315,460374000.0,0.4441,3.2359,31.0929,0.855,4
9809,1402,3,0.5197,0.9588,1.4785,-0.1311,704542991.0,0.3967,2.6027,24.7705,0.30500000000000005,5
9810,1402,4,1.4211,1.1342,2.5553,-0.1937,801233932.0,0.3687,3.6293,-4.3154,0.175,6
9811,1402,5,0.9457,1.1919,2.1376,0.1762,1001542415.0,0.35700000000000004,3.2506,-11.3864,0.269,7
9812,1402,6,0.6229,1.0597,1.6826,0.3924,1201850898.0,0.1088,2.8139,-4.2981,0.129,8
9813,1402,7,0.7319,1.0978,1.8297,-0.1214,1248707994.0,0.1099,2.9023,15.770999999999999,0.02,9
9814,1403,1,1.7523,1.2274,2.9797000000000002,-2.7323,168000000.0,0.5112,4.1937,15.4526,0.1,8
9815,1403,2,2.3439,1.4961,3.84,0.8690000000000001,168000000.0,0.4091,5.0957,2.5474,0.1125,9
9816,1403,3,2.2911,2.2108,4.5019,0.547,168000000.0,0.8504,5.8714,-24.0163,0.875,10
9817,1403,4,1.4045,0.5489,1.9534000000000002,0.6289,746930000.0,0.2041,3.1151,42.4884,0.8435,11
9818,1403,5,1.4045,0.6049,2.0094000000000003,0.1491,746930000.0,0.1232,3.2666,-9.0266,0.066,12
9819,1403,6,1.4045,0.6408,2.0453,-0.8731,746930000.0,0.1124,3.2396,21.0843,0.052500000000000005,13
9820,1403,7,1.4045,0.7277,2.1322,0.8023,746930000.0,0.1285,3.3572,28.4253,0.037500000000000006,14
9821,1404,1,1.3429,-0.3214,1.0215,-0.0597,178259538.0,0.0706,2.0722,51.041000000000004,0.0,15
9822,1404,2,1.5112,0.1802,1.6914,-0.0265,178259538.0,0.1647,2.7759,44.4528,0.0,16
9823,1404,3,1.9771,0.3028,2.2799,0.7781,246000000.0,0.1672,3.3885,41.8928,0.025,17
9824,1404,4,4.5421,0.3421,4.8842,1.7587,311972222.0,0.1667,5.9738,19.0654,0.055,18
9825,1404,5,3.7809,0.7375,4.5184,-0.7797,318542222.0,0.4682,5.45,21.4335,0.5800000000000001,19
9826,1404,6,1.3903,0.3486,1.7389000000000001,-0.4477,637604444.0,0.0256,2.7246,22.6146,0.55,20
9827,1404,7,2.4071,0.5449,2.952,0.0394,711014572.0,0.1755,4.0901,19.7582,0.036000000000000004,21
9828,1405,1,0.8935,1.8866,2.7801,0.244,423011004.0,0.8540000000000001,4.1577,15.5998,0.4,11
9829,1405,2,1.9369999999999998,2.4996,4.4366,1.0191,448350474.0,1.386,5.9247,11.8071,0.8,12
9830,1405,3,1.6149,1.8712,3.4861,0.6016,672443211.0,1.1899,4.5748,11.7433,0.855,13
9831,1405,4,1.7021,2.5578,4.2599,1.3393,672366711.0,1.3355,5.659,19.3836,0.56,14
9832,1405,5,1.6965,5.2217,6.918200000000001,0.4463,674032111.0,3.2787,8.4992,9.5827,0.8,15
9833,1405,6,1.6729,4.534,6.2069,-1.4652,673416467.0,0.2984,7.8131,1.9912,0.545,16
9834,1405,7,1.3034,5.0128,6.3162,-1.0652,673416467.0,0.5788,7.984,8.8217,0.14,17
9835,1406,1,0.1785,-0.2142,-0.03570000000000001,-0.053,252523820.0,0.2807,1.0527,6.4144,0.0,16
9836,1406,2,0.1785,-0.1212,0.05729999999999999,0.205,252523820.0,0.09300000000000001,1.1458,-20.918000000000003,0.0,17
9837,1406,3,0.1785,-0.0113,0.1672,-0.3626,252523820.0,0.1099,1.2557,9.7308,0.0,18
9838,1406,4,0.1785,0.10400000000000001,0.2825,-0.0094,252523820.0,0.1261,1.3818,1.6615,0.01,19
9839,1406,5,0.1785,0.1677,0.34619999999999995,0.0145,252523820.0,0.0927,1.4545,6.7056,0.035,20
9840,1406,6,0.1785,0.1803,0.3588,0.2116,252523820.0,0.0686,1.4755,30.7082,0.025,21
9841,1406,7,0.1785,0.2073,0.38580000000000003,0.3551,252523820.0,0.0493,1.8042,91.1687,0.0,22
9842,1407,1,0.027999999999999997,0.1754,0.2034,0.2691,373600000.0,0.191,1.2772,2.6436,0.16699999999999998,4
9843,1407,2,0.0243,0.1607,0.185,0.2051,429640000.0,0.1715,1.2673,9.673,0.08349999999999999,5
9844,1407,3,0.2008,0.5051,0.7059,-0.4311,440462000.0,0.3856,1.8234,67.592,0.25,6
9845,1407,4,0.1516,0.4087,0.5603,0.1314,616329000.0,0.4175,1.6569,21.4144,0.25,7
9846,1407,5,0.6348,0.3023,0.9371,0.4328,1891260330.0,0.1711,1.9706,72.3496,0.0,8
9847,1407,6,0.6332,0.4875,1.1207,-0.3924,1865236430.0,0.2164,2.19,84.0712,0.0,9
9848,1407,7,0.5802,0.5962,1.1764000000000001,0.1694,1865236430.0,0.1087,2.2456,56.273999999999994,0.0,10
9849,1408,1,6.0325,2.044,8.0765,5.8463,66670000.0,0.9036,9.4441,25.2477,1.0,1
9850,1408,2,2.907,1.3459999999999999,4.253,-0.8449,120006000.0,0.3572,5.4928,-12.7069,0.54,2
9851,1408,3,2.907,1.5361,4.4431,-0.8581,120006000.0,0.3001,5.7179,-11.0053,0.23,3
9852,1408,4,2.0054,1.178,3.1834,-0.6743,156007800.0,0.065,4.4036,-18.5015,0.1975,4
9853,1408,5,5.1245,0.8245,5.949,-0.0002,209445019.0,-0.0418,7.1164,-14.8304,0.0075,5
9854,1408,6,5.1245,1.1254,6.2499,0.1533,209445019.0,0.3009,7.4217,227.5501,0.0125,6
9855,1408,7,5.1245,1.6691,6.7936000000000005,1.0314,209445019.0,0.5916,7.9933,29.2796,0.4025,7
9856,1409,1,3.1747,0.684,3.8587000000000002,-0.5027,128000000.0,0.1468,4.8497,54.0909,0.06,2
9857,1409,2,3.1747,0.6466,3.8213,-1.3445,128000000.0,0.0249,4.8112,15.3971,0.03,3
9858,1409,3,3.1747,0.8193,3.994,-0.1211,128000000.0,0.1758,4.9155,34.9795,0.025,4
9859,1409,4,5.3167,0.9272,6.2439,-0.0503,147620790.0,0.2716,7.2071,35.1213,0.64,5
9860,1409,5,1.8718,0.4399,2.3117,-0.1421,324765738.0,0.032,3.3529,28.9846,0.615,6
9861,1409,6,3.2328,0.3839,3.6167000000000002,-0.0959,384765738.0,0.0184,4.7528,-30.0553,0.005,7
9862,1409,7,3.2328,0.4073,3.6401000000000003,0.6993,384765738.0,0.0335,4.6794,79.7146,0.0125,8
9863,1410,1,0.8021,6.3858,7.1879,0.3322,450060000.0,2.2496,9.7562,5.8729,0.6,13
9864,1410,2,2.8998,6.4005,9.3003,1.7284,520060000.0,1.6316,11.8956,9.0767,0.55,14
9865,1410,3,0.9717,3.6877,4.6594,-0.8479,936108000.0,0.483,6.8989,-6.2896,0.325,15
9866,1410,4,0.9717,3.7106,4.6823,-0.4573,936108000.0,0.1813,6.9845,-2.0399,0.105,16
9867,1410,5,0.9717,3.7914,4.7631,-0.1232,936108000.0,0.1728,7.0455,-6.9456,0.055,17
9868,1410,6,1.1319,4.01,5.1419,0.16899999999999998,962848000.0,0.4675,7.2475,17.4027,0.0975,18
9869,1410,7,1.3249,4.0557,5.380599999999999,0.1006,965608000.0,0.2622,7.5489,7.8303,0.11249999999999999,19
9870,1411,1,4.5489,0.7212,5.270099999999999,3.0292,133800000.0,0.3914,6.3812,5.7995,0.1,1
9871,1411,2,4.5489,0.9133,5.462199999999999,-0.9987,133800000.0,0.3257,6.6069,2.4464,0.5750000000000001,2
9872,1411,3,1.7744,0.5118,2.2862,-0.2915,267600000.0,0.0914,3.3696,-0.7686,0.55,3
9873,1411,4,1.7744,0.5096,2.284,-0.5707,267600000.0,0.0556,3.3752,-19.3089,0.675,4
9874,1411,5,0.2611,0.213,0.47409999999999997,0.0773,588720000.0,0.0309,1.5199,-20.9765,0.65,5
9875,1411,6,0.2611,0.2308,0.4919,0.028999999999999998,588720000.0,0.0217,1.5417,-21.5042,0.0,6
9876,1411,7,0.2611,0.1944,0.4555,-0.0338,588720000.0,-0.0364,1.5141,-78.4862,0.0,7
9877,1412,1,2.6893,-1.2377,1.4515999999999998,0.3748,427225000.0,0.154,2.5232,35.2492,0.0,14
9878,1412,2,2.7001,-1.0643,1.6358,-0.133,427225000.0,0.1734,2.7074,16.7937,0.0,15
9879,1412,3,0.9189,-0.2143,0.7046000000000001,0.0917,1455624228.0,0.0981,1.7257,65.288,0.0,16
9880,1412,4,0.9189,-0.1111,0.8078000000000001,-0.084,1455624228.0,0.1032,1.8289,22.1455,0.0,17
9881,1412,5,0.9189,-0.1921,0.7268000000000001,0.0905,1455624228.0,-0.081,1.7481,-34.0621,0.0,18
9882,1412,6,0.9189,-0.18100000000000002,0.7379,-0.0951,1455624228.0,0.0111,1.7602,-24.6226,0.0,19
9883,1412,7,1.2475,-0.1485,1.099,0.4066,1653935128.0,0.0108,2.1193,22.906,0.0,20
9884,1413,1,4.9084,3.1565,8.0649,-1.2838,350161864.0,1.0632,9.5295,454.6501,0.0,5
9885,1413,2,1.9748,1.9823,3.9571,0.5217,692002640.0,0.3984,5.2055,0.146,0.05,6
9886,1413,3,1.9748,2.3119,4.2867,0.31,692002640.0,0.4451,5.5506,-11.1513,0.125,7
9887,1413,4,2.3598,1.4422,3.8019999999999996,-0.8374,725661359.0,-0.6194,5.0536,-9.3278,0.39,8
9888,1413,5,1.1008,0.7826,1.8834,-0.6272,1161058174.0,-0.0464,3.0946,-15.133,0.315,9
9889,1413,6,1.1006,0.9017,2.0023,0.0237,1161058174.0,0.1632,3.258,-20.6106,0.0,10
9890,1413,7,1.1543,0.9642,2.1185,-0.2431,1161058174.0,0.0625,,-12.4271,0.0034999999999999996,11
9891,1414,1,5.3870000000000005,1.1692,6.5562000000000005,-0.31,280000000.0,0.4173,7.7432,-5.0541,0.0,2
9892,1414,2,5.3853,1.7043,7.0896,-0.6744,280000000.0,0.5885,8.3299,30.1384,0.3,3
9893,1414,3,5.3853,1.859,7.2443,-1.5456,280000000.0,0.8098,8.5397,83.9424,0.35,4
9894,1414,4,1.7357,1.2551,2.9908,0.316,731890250.0,0.6063,4.128,45.7179,0.1,5
9895,1414,5,1.4513,1.996,3.4473000000000003,-0.0591,733009500.0,0.907,4.6427,40.6859,1.175,6
9896,1414,6,0.1595,0.5396,0.6990999999999999,-0.0226,2198290350.0,0.326,1.8028,11.2823,1.15,7
9897,1414,7,0.1692,0.608,0.7772,-0.1306,2198122950.0,0.1409,1.8989,1.9491,0.0325,8
9898,1415,1,0.3598,1.1998,1.5596,-0.1879,53000000.0,0.7277,2.6889,26.1795,0.0,0
9899,1415,2,3.2878,1.2964,4.5842,3.7483,70700000.0,0.5517,5.7359,10.1995,0.055,1
9900,1415,3,3.2256,1.5046,4.7302,0.0586,70700000.0,0.3556,5.9194,27.1601,0.40499999999999997,2
9901,1415,4,1.8555,1.1817,3.0372,-0.5844,116411549.0,0.3553,3.9208,20.9441,0.8775,3
9902,1415,5,2.1565,0.6409999999999999,2.7975,0.2851,298958771.0,0.2187,3.7387,21.2724,0.7950955,4
9903,1415,6,1.1276,0.6171,1.7447,-0.0451,448331331.0,0.2443,2.759,84.1725,0.29261349999999997,5
9904,1415,7,0.7524,0.8854,1.6378,-0.0247,447930709.0,0.3332,2.7324,62.4639,0.285288,6
9905,1416,1,4.4337,1.0818,5.5155,-1.0202,192032000.0,0.8019,6.6362,43.0144,1.2,2
9906,1416,2,1.7985,0.9783,2.7767999999999997,-0.4114,384064000.0,0.5599,3.8596,78.85600000000001,0.8899999999999999,3
9907,1416,3,0.9365,1.0287,1.9651999999999998,-0.3393,580703100.0,0.4446,3.0291,27.6808,0.31,4
9908,1416,4,2.8317,1.4686,4.3003,0.2812,646848318.0,0.6009,5.1657,108.1634,0.30000000000000004,5
9909,1416,5,3.1972,1.2722,4.4694,1.489,1090252951.0,0.4356,5.4121,38.6849,0.6020000000000001,6
9910,1416,6,1.6311,1.0226,2.6536999999999997,-0.4312,1746625521.0,0.2739,3.6518,67.2739,0.337,7
9911,1416,7,1.6785,1.3205,2.999,0.1047,1769704221.0,0.3585,3.8997,18.0117,0.0335,8
9912,1417,1,0.6008,1.1061,1.7069,-0.0731,236088000.0,0.7006,2.9297,107.0544,0.05,17
9913,1417,2,0.6009,1.079,1.6799,-0.0291,236088000.0,0.040999999999999995,2.905,-22.753,0.035,18
9914,1417,3,0.0111,1.0841,1.0952000000000002,-0.001,236088000.0,0.027999999999999997,2.9002,-54.0893,0.02,19
9915,1417,4,0.0305,0.8589,0.8894,0.1716,236088000.0,-0.2025,2.6205,-57.4861,0.02,20
9916,1417,5,0.0311,1.122,1.1531,0.6741,236088000.0,0.3124,2.8236,-15.492,0.060000000000000005,21
9917,1417,6,0.03,1.0609,1.0909,-0.2815,236088000.0,0.0603,2.7286,5.0565,0.060000000000000005,22
9918,1417,7,0.0436,1.1441,1.1877,0.4747,236088000.0,0.1156,2.7987,106.8627,0.03,23
9919,1418,1,6.3295,1.9467,8.276200000000001,5.8859,100000000.0,0.8806,9.5007,9.9029,0.65,1
9920,1418,2,3.8863,1.544,5.4303,0.39399999999999996,150000000.0,0.3838,6.6156,-23.0596,0.35000000000000003,2
9921,1418,3,3.8863,1.7916,5.6779,0.3596,150000000.0,0.3303,6.896,-11.5924,0.29500000000000004,3
9922,1418,4,2.2576,1.4091,3.6667,0.262,225000000.0,0.2674,4.8379,13.7007,0.30000000000000004,4
9923,1418,5,2.2576,1.5692,3.8268,-0.5246,225000000.0,0.2454,5.0237,-26.4581,0.06,5
9924,1418,6,2.2576,1.5483,3.8059000000000003,0.6571,225000000.0,0.0447,5.0088,-50.9507,0.28,6
9925,1418,7,1.1717,1.0866,2.2583,-0.6385,337500000.0,0.0544,3.3939999999999997,165.1691,0.25,7
9926,1419,1,,,0.0,,,,,,0.0,-3
9927,1419,2,,,0.0,,90000000.0,,4.0,,0.0,-2
9928,1419,3,,,0.0,,90000000.0,,,21.2618,0.0,-1
9929,1419,4,1.1061,4.5622,5.6683,1.745,90000000.0,2.2508,7.1683,22.8304,0.0,0
9930,1419,5,9.5875,4.5906,14.1781,4.3106,120000000.0,1.7439,15.677999999999999,2.9316,0.68,1
9931,1419,6,4.2937,3.0839,7.3776,0.1656,240000000.0,1.0767,8.7357,1.4989,0.805,2
9932,1419,7,4.2937,3.8895,8.1832,1.8153,240000000.0,1.1734,9.6591,21.704,0.745,3
9933,1420,1,2.4592,2.2361,4.6953,0.3326,1916871574.0,0.7642,6.0822,39.6242,0.5,15
9934,1420,2,2.4536,2.3645,4.818099999999999,-0.3167,1916871574.0,0.6604,6.247000000000001,11.9721,0.3,16
9935,1420,3,3.0072,2.1922,5.199400000000001,1.2458,2428871574.0,0.4245,6.5495,7.2224,0.35,17
9936,1420,4,1.995,1.2732,3.2682,-0.5364,3643307361.0,0.2292,4.5598,-3.6011,0.32,18
9937,1420,5,1.995,1.3693,3.3643,0.0058,3643307361.0,0.1646,4.6612,-17.7037,0.035,19
9938,1420,6,1.995,1.4569999999999999,3.452,-0.182,3643307361.0,0.1208,4.7738,4.2559,0.03,20
9939,1420,7,2.1884,1.5565,3.7449000000000003,0.2529,3990880176.0,0.2732,4.9398,-20.6883,0.09,21
9940,1421,1,4.7011,1.4180000000000001,6.1191,-0.0723,216000000.0,0.4093,7.3103,-18.9572,0.15,2
9941,1421,2,4.6396,1.3053,5.9449,-0.6518,216000000.0,0.0589,7.1566,-1.9358,0.08249999999999999,3
